,oficialista,opositor
distribuye,2,0
distribuyen,1,0
distrito,0,2
distritos,2,3
disuadir,1,0
disuasorio,0,1
disuelta,1,0
disuelto,1,0
disvalores,0,1
disyuntiva,1,0
divagó,0,1
divas,1,0
diversa,0,1
diversas,5,3
diversidad,0,3
diversificada,0,1
diversiones,2,0
diversos,4,2
diverticulitis,0,2
divertida,1,0
divertido,5,1
divertirme,2,0
divertía,1,0
divide,0,5
dividen,0,1
dividida,0,2
dividido,0,1
divididos,1,0
dividieron,3,2
dividir,1,0
dividió,2,0
divierta,1,0
divina,3,1
divino,1,1
divisa,0,1
divisas,1,10
divisiones,1,0
división,2,4
divorciadas,1,0
divorcio,1,0
divorciándose,1,0
divulgación,0,1
divulgan,1,0
divulguen,1,0
diálogo,30,11
diálogos,5,1
diáspora,0,1
dió,1,7
dnu,2,1
do,1,1
doblas,1,0
doble,8,7
doblegaba,2,0
doblegar,1,0
dobles,2,0
doblones,0,1
dobló,1,0
doce,7,11
docena,1,0
docencia,0,1
docente,1,1
docentes,1,2
docilidad,0,2
doctor,13,34
doctora,1,15
doctores,0,1
doctrina,8,4
doctrinaria,2,0
doctrinarias,1,0
documentación,1,1
documentadas,0,1
documentado,1,1
documental,1,1
documentales,0,1
documentalista,2,0
documento,8,4
documentos,5,4
dogma,0,1
dogmas,0,1
dogmática,3,0
dogmático,0,2
dogmáticos,0,1
dolar,0,3
dolarizada,1,0
dolencias,0,1
doler,2,1
dolor,22,11
dolores,2,0
dolorida,1,0
dolorido,3,0
dolorosa,1,0
dolorosamente,1,0
dolorosas,0,1
doloroso,0,1
dolorosos,1,0
domesticado,1,0
domesticarlos,0,1
domiciliaria,0,1
domicilio,3,4
domicilios,1,0
domina,1,0
dominaba,1,0
dominaban,0,1
dominada,1,0
dominado,2,0
dominan,1,0
dominando,2,0
dominante,7,0
dominantes,9,0
dominar,1,1
dominarlo,1,0
dominaron,2,0
domingo,20,11
domingos,1,0
dominguez,0,1
dominical,1,0
dominio,1,0
dominó,1,1
domit,1,0
doméstica,3,4
domésticas,3,0
domésticos,1,0
domínguez,0,2
don,3,2
donaciones,1,0
donación,1,1
donada,0,1
donante,1,0
donantes,1,0
donar,1,2
donativo,0,2
donda,1,0
donnell,1,1
donó,0,1
doquier,1,0
dora,1,0
doradas,2,0
dorado,2,0
dormer,1,0
dormidos,1,1
dormir,10,1
dormirlas,0,1
dormirse,2,0
dormitorio,1,1
dormí,1,0
dormían,1,0
dorticós,1,0
dos,295,110
doscientas,1,0
doscientos,7,2
dosis,1,1
dotado,1,0
dotaría,0,1
doy,6,2
doña,3,0
dr,0,2
drama,3,1
dramatismo,0,1
dramática,1,0
dramáticamente,1,0
dreyfus,1,0
droga,1,17
drogado,0,1
drogas,1,11
droguerías,0,2
drástico,1,0
dual,0,1
duda,27,21
dudaba,2,0
dudaban,1,0
dudado,1,0
dudamos,0,1
dudan,0,1
dudar,5,2
dudara,1,0
dudarlo,1,0
dudaron,2,0
dudas,14,15
dude,1,0
dudo,0,1
dudosa,1,1
dudosas,1,0
dudé,1,0
duele,6,0
duelen,0,1
duelo,7,0
duelos,1,0
duermen,1,0
dueña,1,3
dueño,7,7
dueños,14,9
duhalde,35,6
duhaldismo,3,0
duhaldista,5,1
dulce,6,0
dulces,5,1
dulzura,1,0
duodécimo,0,1
dupla,1,0
duplicado,1,4
duplicó,1,0
dura,13,6
duraba,1,2
durado,2,0
duramente,4,1
duran,14,4
durar,2,0
duraron,4,0
duraría,2,0
duras,2,4
dure,0,1
duren,0,1
dureza,1,1
durmiendo,1,1
durmió,1,0
duro,8,15
duros,2,2
durísimas,0,1
durísimo,1,0
durísimos,1,0
duró,14,3
dábamos,2,0
dándole,3,1
dándoles,1,0
dándose,1,0
dé,5,5
débil,11,3
débiles,3,2
década,20,34
décadas,20,4
décimo,1,1
déficit,0,12
déjenlo,1,0
déjese,1,0
déspota,1,1
dí,2,1
día,183,57
díada,1,0
días,96,62
díaz,12,1
dígame,3,0
díscola,1,0
díscolo,1,0
díscolos,1,0
dóciles,1,0
dócilmente,1,0
dólar,8,19
dólares,19,61
dónde,33,10
eastwood,2,0
echaba,3,0
echada,0,1
echadas,0,1
echan,3,0
echar,5,5
echarle,2,2
echaron,1,1
echarri,5,1
echegaray,6,0
echándole,1,0
echándose,1,0
eché,1,0
echó,4,1
eco,5,3
ecológica,0,1
economista,5,5
economistas,7,2
economía,39,72
economías,1,1
económica,7,17
económicamente,1,2
económicas,3,8
económico,18,29
económicos,12,9
ecos,4,1
ecuador,1,1
ecuatorianas,0,1
ecuatoriano,1,1
ecuatorianos,0,1
ecuménico,1,0
ecuménicos,0,2
edad,9,4
edades,4,0
ede,1,0
edecana,1,0
edecán,1,0
edgar,3,0
edgardo,0,1
edi,0,1
ediciones,1,2
edición,6,4
edificación,0,1
edificado,2,0
edificar,0,1
edificio,9,8
edificios,3,1
editado,1,0
editar,1,0
edito,1,0
editor,4,1
editora,1,1
editoras,1,0
editorial,7,1
editoriales,3,2
editorialista,0,1
editorialistas,1,0
edité,1,0
eduardo,23,13
educa,0,2
educación,10,11
educada,1,0
educadas,1,0
educativa,0,1
edulcorada,1,0
ee,1,2
eeuu,1,1
efectiva,0,3
efectivamente,3,11
efectivo,1,4
efectivos,0,2
efecto,7,9
efectos,2,7
efectuada,1,0
efectuado,1,1
efectuar,0,4
efectuó,0,2
efectúa,0,1
efedra,0,1
efedrina,0,24
efedrinista,0,1
efervescencia,1,0
eficaces,1,1
eficacia,1,0
eficaz,1,2
eficiencia,1,2
eficiente,2,1
efluvios,1,0
efímera,0,1
egipcia,0,1
egipcio,1,1
egiptólogos,1,0
ego,0,1
egomaníaco,1,0
egos,2,1
egoísmo,2,0
egresados,2,0
egresara,1,0
egresó,1,0
eguren,0,1
eh,18,0
ei,1,0
einstein,1,1
eje,7,1
ejecución,0,3
ejecuta,0,2
ejecutadas,0,1
ejecutado,0,2
ejecutando,0,2
ejecutar,0,2
ejecutiva,0,1
ejecutivo,5,17
ejecutivos,4,0
ejecutor,0,2
ejecutó,0,1
ejemplar,4,1
ejemplares,2,2
ejemplifica,1,0
ejemplificar,1,0
ejemplo,59,59
ejemplos,0,10
ejerce,4,1
ejercen,0,2
ejercer,8,5
ejercerla,0,1
ejercicio,15,13
ejercido,1,1
ejerciendo,1,0
ejerciera,1,1
ejercieran,1,1
ejercito,1,0
ejerció,1,0
ejercía,0,1
ejerza,2,0
ejerzamos,0,1
ejes,2,0
ejército,18,2
elabora,1,1
elaboración,4,1
elaborada,0,1
elaborado,2,1
elaborados,2,0
elaborar,2,1
elaborarlo,1,0
elaboró,1,0
elaskar,0,4
eleccionario,1,0
elecciones,54,30
elección,13,27
electa,4,0
electivo,0,1
electo,3,10
electorado,2,3
electoral,20,26
electorales,7,8
electoralistas,1,1
electoralmente,2,0
electos,1,1
electric,1,0
electricidad,1,4
electrizantes,0,1
electro,0,1
electrodependientes,0,1
electrodoméstico,1,0
electroingeniería,1,3
electrónica,1,0
electrónico,2,0
electrónicos,1,2
elegancia,2,1
elegida,4,0
elegido,7,6
elegidos,1,1
elegir,13,7
elegirse,1,0
elegirá,0,1
elegirán,1,0
elegirían,1,0
elegí,1,0
elegía,3,0
elegían,1,0
elemental,2,1
elementales,1,0
elemento,2,6
elementos,5,4
elena,2,0
elenco,0,2
elevaba,1,0
elevación,0,1
elevadas,0,1
elevado,1,0
elevó,1,0
elia,0,1
eliaschev,0,2
elige,1,1
eligen,1,1
eligiendo,1,0
eligiera,0,1
eligieron,3,2
eligiéndose,1,0
eligió,4,5
elijo,1,0
eliminación,0,3
eliminado,2,0
eliminar,3,7
eliminara,0,1
eliminó,1,1
elisa,6,6
elisabetta,1,0
eliseo,0,1
elite,2,0
elites,3,0
ello,0,22
elocuente,0,1
elogia,1,0
elogiables,0,1
elogiar,1,0
elogio,1,2
elogios,2,1
elogiosa,0,1
elogiosos,1,0
elogió,2,2
eloy,1,1
elsa,3,0
elucubraciones,1,0
eluden,1,0
eludir,0,2
elvio,1,0
eléctrica,2,1
eléctricas,2,0
elía,2,7
em,2,0
emancipación,0,1
emancipatorio,1,0
emar,2,0
embajada,5,4
embajadas,2,2
embajador,3,3
embajadora,1,5
embajadores,1,1
embalada,0,1
embaladas,0,1
embanderadas,1,0
embanderados,1,0
embarazaban,1,0
embarazada,3,0
embarazadas,1,0
embarazas,1,0
embarazo,4,0
embarcados,1,0
embarcarse,0,1
embargarlo,0,1
embargo,45,37
embarrado,1,0
embarrarla,2,0
embarraron,0,1
embarullen,1,0
embate,0,2
embates,0,1
embaucador,3,0
embaucadores,1,0
embestida,4,3
embestir,1,1
embistió,2,0
emblema,0,1
emblemas,0,2
emblemáticas,1,0
emblemáticos,0,2
embole,1,0
embolso,1,0
embrionaria,1,0
embrión,2,0
embuste,1,0
emerge,3,0
emergencia,0,4
emergencias,2,1
emergente,2,0
emerger,4,0
emergido,1,0
emergiendo,1,0
emergió,0,1
emergía,1,0
emerja,1,0
emigrados,0,1
emigrar,1,1
emilia,1,2
emilio,0,3
eminencia,0,1
emisarios,0,1
emisiones,2,0
emisión,2,3
emisor,3,0
emisora,1,1
emisoras,2,0
emisores,1,0
emitan,1,0
emite,0,2
emitido,0,1
emitir,0,1
emitió,1,0
emmanuel,1,0
emnacipadoras,0,1
emocionada,1,0
emocional,10,0
emocionales,3,1
emocionalmente,1,0
emocionantes,2,0
emocionar,1,0
emociones,7,0
emocionó,1,0
emoción,6,1
emotiva,1,0
emotivos,1,0
empacadas,1,0
empalagó,0,1
empanadas,2,0
empapaba,1,0
emparchar,0,1
emparejamiento,1,0
emparenta,1,0
empate,1,0
empatizaron,1,0
empatía,2,1
empañar,1,0
empecemos,0,2
empecé,5,2
empeora,0,1
empeorando,1,1
empeoró,0,1
empequeñecerse,1,0
emperador,1,0
emperadores,0,1
emperrada,1,0
empezaba,6,0
empezaban,4,0
empezado,8,0
empezamos,6,1
empezando,3,2
empezar,7,9
empezaron,17,3
empezaría,0,2
empezáramos,1,0
empezó,38,7
empeñaron,1,0
empeñarse,1,0
empeño,1,0
empeñó,1,0
empiece,0,4
empiecen,0,2
empieza,12,6
empiezan,3,4
empiezo,3,0
emplazado,2,0
emplazar,0,1
emplea,2,0
empleada,1,1
empleado,2,5
empleador,4,0
empleadores,3,1
empleados,6,11
emplean,0,1
empleo,2,16
empleos,0,1
empobrece,0,2
empobrecido,1,1
empobrecimiento,1,0
empoderen,1,0
emporio,0,1
emprendedores,1,0
emprender,3,0
emprendido,1,0
emprendieron,1,0
emprendimientos,0,1
emprendían,1,0
empresa,15,34
empresaria,2,2
empresarial,0,2
empresariales,1,1
empresario,6,10
empresarios,17,18
empresas,13,28
emprolijadas,1,0
empuja,1,2
empujaba,2,0
empujada,1,0
empujados,2,0
empujando,1,0
empujar,3,1
empuje,1,1
empujones,2,0
empujó,2,3
empí,1,0
empírica,1,0
emular,1,0
enajenamiento,1,0
enajenan,0,1
enajenante,0,1
enajenar,0,1
enamoraba,1,0
enamorada,2,0
enamorado,3,0
enamorados,1,0
enamorarse,1,0
enamoré,1,0
enamoró,2,0
enarbolan,0,1
enarbolar,1,0
enarboló,1,0
enarsa,0,1
encabeza,1,2
encabezaba,1,1
encabezaban,1,0
encabezado,0,1
encabezamos,0,1
encabezar,4,0
encabezaron,0,1
encabezó,1,0
encajarse,1,0
encaje,1,0
encamina,0,2
encaminaba,1,0
encaminadas,1,1
encaminado,0,1
encaminarse,0,1
encandila,1,0
encanta,2,0
encantaba,2,0
encantada,1,0
encantado,2,0
encantador,0,2
encantadores,1,0
encantamiento,1,0
encantaria,1,0
encantaría,2,1
encanto,2,0
encanutar,0,1
encapuchado,1,0
encarado,1,0
encaramada,0,1
encaramó,0,1
encarar,1,2
encarcelado,0,1
encarcelados,0,2
encarcelamiento,1,1
encarcelar,1,1
encarga,1,1
encargaba,1,0
encargaban,1,0
encargado,4,4
encargados,0,1
encargar,1,0
encargará,0,1
encargo,0,1
encargó,3,1
encarna,4,2
encarnaba,1,0
encarnaban,1,0
encarnación,1,0
encarnada,2,0
encarnado,1,1
encarnando,1,0
encarnaron,3,0
encarpetada,1,0
encaré,1,0
encaró,1,0
encastrar,0,1
encastre,0,1
encauza,1,0
encauzarlas,2,0
encender,0,1
encendería,1,0
encendida,0,1
encendidas,1,1
encendido,3,0
encendieron,0,1
encendió,0,1
encendía,1,0
encerrada,2,0
encerradas,1,0
encerrado,1,0
encerrados,1,0
encerrarlos,1,0
encerró,0,2
enchufaba,1,0
enchufar,1,0
enciclopedias,1,0
enciclopédico,1,0
enciende,1,3
encienden,0,1
encierra,0,1
encierro,1,0
encima,21,22
encimarse,1,0
enclave,1,0
enclaves,0,1
encogido,1,0
encolumnados,1,0
encomendó,1,1
enconados,1,0
encono,0,1
encontraba,0,1
encontraban,2,1
encontrado,7,2
encontramos,3,3
encontrando,2,1
encontrar,7,7
encontraran,1,0
encontrarles,1,0
encontrarlo,1,0
encontrarlos,1,0
encontraron,8,3
encontrarse,3,0
encontrará,2,0
encontraría,0,1
encontré,4,1
encontró,11,5
encorvado,1,0
encorvarse,1,0
encrucijada,3,2
encuadrada,1,0
encuadrado,2,0
encuadran,2,0
encuadrarse,0,1
encuadre,0,1
encubrimiento,1,1
encubrir,0,2
encubrirlo,0,1
encubrió,0,1
encuentra,12,8
encuentran,4,7
encuentre,2,0
encuentro,25,12
encuentros,5,1
encuesta,0,4
encuestadores,0,1
encuestas,1,26
encula,2,0
encumbrar,0,1
encíclica,2,4
encíclicas,0,1
ende,0,4
endeblez,1,0
enderezarse,0,2
endeudada,1,0
endeudamiento,1,3
endiablado,1,0
endilga,1,0
endilgan,0,1
endilgarles,0,1
endilgárselo,1,0
endilgó,1,0
endulza,2,0
endurecer,0,1
endurecidos,1,0
endurecimiento,0,1
enemiga,1,0
enemigamente,1,0
enemigo,18,9
enemigos,3,10
enemistad,0,2
energética,0,4
energéticas,0,1
energético,0,2
energéticos,0,1
energía,13,15
energías,3,0
energúmeno,1,0
energúmenos,0,1
enero,5,11
enervan,1,0
enfatizó,7,0
enferma,1,3
enfermado,1,0
enferman,1,0
enfermedad,3,4
enfermedades,1,0
enfermera,6,0
enfermeras,3,1
enfermeros,1,0
enfermiza,0,1
enfermo,3,0
enfermos,4,0
enfermó,1,0
enfilaron,1,0
enfoca,1,0
enfocar,1,0
enfocarla,2,0
enfoque,1,0
enfrascada,1,0
enfrascados,0,1
enfren,1,0
enfrenta,1,9
enfrentada,0,1
enfrentadas,0,1
enfrentado,2,1
enfrentados,1,2
enfrentamiento,8,0
enfrentamientos,1,0
enfrentamos,0,1
enfrentan,1,0
enfrentando,0,1
enfrentar,5,7
enfrentarlo,2,0
enfrentarnos,1,0
enfrentarse,2,0
enfrente,11,1
enfrenten,1,0
enfríe,2,0
enfurecen,1,0
enfáticamente,1,0
enfático,1,0
enganchado,0,2
enganchados,1,0
enganches,1,0
engarzan,1,0
engañados,0,1
engañar,2,2
engañarlo,0,1
engañe,0,1
engaño,1,0
engels,1,0
engloban,1,0
engolosinado,1,0
engordar,0,1
engorro,0,1
engorrosos,1,1
engranajes,1,0
engreídos,1,0
engrosaban,0,1
engrudo,1,0
enhorabuena,1,0
enigmático,1,0
enjaulamiento,1,0
enjuiciar,0,1
enjuicie,0,1
enjuto,1,0
enlace,3,1
enlaces,3,0
enlazado,1,0
enloquecedor,1,0
enloquecerían,0,1
enloquecido,2,0
enloquecíamos,1,0
enlozado,1,0
enmarcan,0,1
enmascaran,1,0
enmendado,0,2
enmendar,0,1
enmienda,1,0
enmierdar,1,0
enoja,2,1
enojaba,4,0
enojada,2,1
enojado,4,0
enojados,1,0
enojaron,1,0
enojarse,1,0
enojo,5,1
enojó,1,0
enorgullece,1,0
enorgullecida,1,0
enorme,28,41
enormemente,0,2
enormes,5,6
enormidad,0,1
enrarecida,2,0
enrarecido,0,3
enrarecidos,0,1
enredadera,1,0
enredado,0,1
enredarse,1,0
enredó,0,1
enric,1,0
enriquecedor,0,1
enriquecerse,0,1
enriquecieron,1,2
enriquecimiento,1,11
enriquecían,0,1
enrolaban,1,0
enrostró,0,1
enrulado,1,0
ens,1,0
ensalada,1,0
ensaladas,4,0
ensalzaba,1,0
ensangrentada,1,0
ensangrentado,1,0
ensaya,1,0
ensayado,2,0
ensayan,0,1
ensayar,0,1
ensaye,0,1
ensayo,4,0
ensayos,3,0
ensayó,2,0
ensañamiento,1,1
enseguida,7,6
enseña,2,1
enseñado,2,0
enseñamos,0,1
enseñan,0,1
enseñando,1,0
enseñanza,0,1
enseñanzas,1,0
enseñar,1,0
enseñarle,1,0
enseñarnos,0,1
enseñaron,2,0
enseñe,0,1
enseñó,2,2
ensimismaba,1,0
ensombrecer,0,1
ensucia,1,0
ensuciador,1,0
ensució,0,3
entalla,1,0
entallada,2,0
entallado,1,0
ente,4,1
entegó,0,1
entel,1,0
entelequia,0,1
entendemos,2,6
entender,25,8
entenderla,1,0
entendernos,0,1
entenderse,4,0
entenderá,1,0
entendería,0,1
entendible,1,1
entendida,0,1
entendido,3,2
entendidos,1,0
entendiendo,3,0
entendieron,5,1
entendimiento,1,4
entendimos,2,0
entendio,1,0
entendiéndolo,1,0
entendió,6,5
entendés,1,1
entendí,5,0
entendía,3,0
entendíamos,1,0
entendían,2,0
entera,7,0
enteramos,2,1
enterando,0,1
enterar,2,0
enterara,1,0
enteraremos,1,0
enteraron,3,0
enterarse,1,0
enteras,1,0
entereza,1,0
enterito,2,0
enternecida,1,0
enternecía,1,0
enternecían,1,0
entero,9,5
enteros,2,0
enterrado,3,0
enterrar,0,1
enterraron,1,0
enterró,0,1
enterándose,1,0
enteré,2,0
enteró,1,3
entes,0,1
entibió,1,0
entidad,3,1
entidades,2,2
entienda,1,4
entiendan,2,1
entiendas,1,0
entiende,11,3
entienden,3,4
entiendo,9,6
entierra,2,0
entintados,1,0
entomólogo,1,0
entonces,107,124
entones,2,0
entornaron,1,0
entorno,4,6
entorpecidos,0,1
entra,8,3
entraba,5,0
entraban,2,0
entrada,13,0
entrado,4,4
entramado,3,0
entramos,5,1
entrampado,0,1
entrampados,0,1
entran,2,4
entrando,3,1
entrante,1,2
entrar,17,6
entrara,1,0
entraron,3,1
entraría,1,0
entrañable,1,0
entrañas,1,1
entrecejo,5,0
entrecierran,2,0
entrecortaban,1,0
entrecortados,1,0
entrecortan,1,0
entrecruzamiento,0,1
entrega,5,2
entregaba,1,2
entregada,2,1
entregado,4,1
entregadores,1,0
entregan,2,0
entregando,1,0
entregar,2,4
entregarla,2,0
entregarle,3,0
entregarles,1,1
entregarlo,1,0
entregarme,1,0
entregaron,1,0
entregarse,2,0
entregue,2,1
entregándole,0,1
entregó,6,3
entremezclada,1,0
entren,1,1
entrenadas,1,0
entrenamiento,2,0
entrentenida,0,1
entrepiso,1,0
entretanto,1,0
entretejido,1,0
entretelones,1,0
entretenerla,1,0
entretenida,1,0
entretenido,1,0
entretenimiento,3,2
entretiene,2,0
entretienen,1,0
entretuviera,1,0
entrever,1,1
entrevista,40,7
entrevistaba,0,1
entrevistaban,1,0
entrevistado,1,0
entrevistador,1,0
entrevistados,4,0
entrevistan,1,0
entrevistaron,1,0
entrevistas,5,0
entrevisté,0,1
entreví,1,0
entristece,0,1
entro,4,0
entronizado,1,1
entronizando,1,0
entronizar,0,1
entrábamos,1,0
entrás,1,0
entré,3,0
entró,10,5
entumecedoras,1,0
enturbiados,1,0
enturbiar,2,0
entusiasma,1,0
entusiasmado,1,0
entusiasmados,0,1
entusiasmo,6,3
entusiasmó,1,0
entusiasta,1,0
entusiastas,2,1
enumerar,2,0
enumeró,2,0
enunciaban,1,0
enunciadas,2,0
enunciado,0,1
enunciamos,1,0
enuncian,3,0
enunciativo,0,1
enunció,1,0
envalentona,0,1
envase,1,0
envases,1,0
envenenable,1,0
envenenada,0,1
envenenadas,0,1
envenenadores,1,0
envergadura,1,1
enviado,2,2
enviados,3,1
enviando,0,1
enviar,1,2
enviaran,0,1
enviarle,1,0
enviarme,2,0
enviaron,2,0
envidia,15,1
envidiables,1,0
envidian,0,1
envidiando,0,1
envidiosas,1,0
envido,3,0
envileció,0,2
enviárselo,1,0
envió,3,1
envión,2,0
envolvente,2,0
envolverse,1,0
envolvía,1,0
envuelto,2,0
envueltos,2,0
envuelve,2,0
envía,2,1
envían,1,1
envío,2,0
enzo,1,0
epa,1,2
epicentro,2,2
epidemia,0,1
epidérmico,1,0
epifanía,1,0
episcopado,1,0
episodio,4,4
episodios,1,3
epistolar,1,0
epopeya,0,3
epílogo,1,1
epítetos,1,0
equidad,4,1
equidistancia,2,0
equilibra,1,1
equilibrado,0,2
equilibrar,1,0
equilibrio,1,2
equilibrios,0,1
equipamiento,1,0
equiparación,1,0
equiparado,0,2
equiparar,0,1
equipo,23,12
equipos,1,2
equis,1,0
equivaldría,0,2
equivale,1,2
equivalencia,0,2
equivalencias,1,0
equivalente,0,1
equivoca,1,0
equivocaba,1,0
equivocada,1,1
equivocadamente,0,1
equivocado,2,1
equivocados,1,0
equivocamos,1,0
equivocan,1,0
equivocar,1,0
equivocarse,0,2
equivoco,0,4
equivocó,6,3
equivoque,0,1
equivoquemos,2,0
equivoqué,2,0
equívoca,0,1
eramos,1,0
ercolini,0,1
erigen,0,1
erigido,1,0
erigir,0,1
erigirse,0,1
erigió,0,1
erizaba,1,0
erman,1,0
ernestina,1,1
ernesto,4,7
erosionado,1,0
erotismo,1,0
erp,6,2
erradas,0,1
erradica,1,0
erro,0,1
error,16,17
errores,8,15
errático,0,3
erróneo,3,0
erudito,1,0
erupción,2,0
erótica,3,0
erótico,1,0
esbirros,2,0
esbozaba,1,0
esc,2,0
escabullí,1,0
escafandra,1,0
escala,2,1
escalada,0,4
escalador,1,0
escalafón,0,1
escalas,0,3
escalera,9,0
escaleras,1,0
escalinata,3,0
escalinatas,0,1
escalofrío,1,0
escalofríos,1,0
escalones,1,0
escamotean,1,0
escandalizadas,1,0
escandalizados,1,0
escandalizamos,0,1
escandalosa,3,5
escandaloso,2,7
escandalosos,0,4
escapa,4,2
escapaban,1,1
escapan,0,1
escapar,2,3
escaparapelas,0,1
escaparle,0,1
escaparon,1,0
escaparse,1,0
escaparte,1,0
escape,3,1
escapó,1,0
escarapelas,1,0
escarban,1,0
escarbarla,1,0
escarbemos,1,0
escarmentar,1,0
escarnio,0,1
escasa,2,1
escasas,1,0
escasea,1,1
escasez,0,1
escaso,3,2
escatológica,0,1
escena,28,14
escenario,20,13
escenarios,3,1
escenas,11,5
escenografía,4,1
escenográfico,1,0
escenográficos,1,0
escindido,0,1
escindió,1,0
escisión,0,1
esciuromorfo,1,0
esclarecida,1,0
esclarecido,1,0
esclarezcan,1,0
esclavitud,2,0
esclavizado,0,1
esclavo,1,0
esclavos,4,2
escoba,1,0
escobar,0,1
escolar,1,3
escolares,1,0
escolaridad,1,0
esconde,1,1
esconden,1,0
esconder,1,0
escondida,0,1
escondido,4,0
escondo,1,0
escoria,1,0
escorpiones,2,0
escorpión,0,6
escote,2,0
escotes,2,0
escrache,4,0
escraches,1,4
escriba,3,1
escriban,2,0
escribano,9,1
escribanía,0,1
escribas,1,0
escribe,14,6
escriben,6,1
escribiendo,4,0
escribiera,1,0
escribieron,2,0
escribir,24,4
escribirlo,0,1
escribiría,1,0
escribite,2,0
escribió,15,10
escribo,5,3
escribí,13,4
escribía,2,2
escribían,1,1
escrita,3,5
escrito,18,11
escritor,11,0
escritora,2,1
escritores,2,0
escritorio,3,2
escritos,1,1
escritura,5,0
escrutinio,0,2
escrúpulos,0,1
escucha,6,7
escuchaba,7,1
escuchaban,4,0
escuchabas,2,0
escuchada,0,2
escuchado,5,7
escuchame,1,0
escuchamos,2,2
escuchan,3,1
escuchando,6,0
escuchar,18,11
escucharla,1,0
escucharlo,2,3
escucharme,1,0
escucharon,6,0
escuchas,3,2
escuche,3,1
